,subregion2_name,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
7122,Merced County,,,,,,
7123,Merced County,,,,,,
7124,Merced County,,,,,,
7125,Merced County,5.0,3.0,54.0,19.0,-4.0,-1.0
7126,Merced County,8.0,4.0,49.0,8.0,-2.0,-1.0
7127,Merced County,9.0,2.0,50.0,14.0,-42.0,8.0
7128,Merced County,1.0,0.0,54.0,7.0,-10.0,1.0
7129,Merced County,2.0,1.0,55.0,6.0,-10.0,1.0
7130,Merced County,5.0,1.0,67.0,9.0,-9.0,1.0
7131,Merced County,1.0,2.0,63.0,2.0,-11.0,1.0
7132,Merced County,5.0,2.0,69.0,7.0,-2.0,-1.0
7133,Merced County,10.0,6.0,65.0,12.0,1.0,-1.0
7134,Merced County,2.0,2.0,63.0,-1.0,3.0,0.0
7135,Merced County,6.0,2.0,69.0,3.0,2.0,-1.0
7136,Merced County,12.0,9.0,63.0,2.0,2.0,-2.0
7137,Merced County,11.0,4.0,61.0,8.0,3.0,-2.0
7138,Merced County,9.0,10.0,83.0,6.0,3.0,-2.0
7139,Merced County,12.0,7.0,60.0,8.0,3.0,-2.0
7140,Merced County,17.0,9.0,13.0,9.0,2.0,-1.0
7141,Merced County,13.0,8.0,65.0,4.0,5.0,-1.0
7142,Merced County,19.0,14.0,71.0,9.0,6.0,-2.0
7143,Merced County,12.0,13.0,64.0,7.0,6.0,-2.0
7144,Merced County,13.0,12.0,70.0,9.0,6.0,-2.0
7145,Merced County,7.0,9.0,87.0,3.0,4.0,-1.0
7146,Merced County,8.0,9.0,40.0,-1.0,2.0,-1.0
7147,Merced County,12.0,9.0,36.0,13.0,2.0,0.0
7148,Merced County,9.0,9.0,65.0,5.0,7.0,-1.0
7149,Merced County,8.0,8.0,58.0,3.0,6.0,-1.0
7150,Merced County,6.0,11.0,58.0,1.0,5.0,-1.0
7151,Merced County,8.0,17.0,65.0,7.0,3.0,-1.0
7152,Merced County,4.0,26.0,48.0,1.0,2.0,0.0
7153,Merced County,0.0,25.0,18.0,0.0,1.0,2.0
7154,Merced County,-5.0,13.0,-30.0,-7.0,-4.0,4.0
7155,Merced County,-1.0,31.0,-6.0,-8.0,-7.0,6.0
7156,Merced County,-4.0,27.0,20.0,-1.0,-12.0,7.0
7157,Merced County,-9.0,24.0,26.0,-6.0,-17.0,7.0
7158,Merced County,-16.0,9.0,22.0,-7.0,-26.0,10.0
7159,Merced County,-26.0,0.0,13.0,-23.0,-33.0,13.0
7160,Merced County,-38.0,-13.0,-21.0,-26.0,-21.0,12.0
7161,Merced County,-36.0,-20.0,-3.0,-32.0,-25.0,10.0
7162,Merced County,-30.0,-21.0,-3.0,-29.0,-36.0,15.0
7163,Merced County,-29.0,-18.0,-6.0,-28.0,-38.0,15.0
7164,Merced County,-32.0,-19.0,-10.0,-28.0,-39.0,16.0
7165,Merced County,-30.0,-18.0,11.0,-29.0,-39.0,15.0
7166,Merced County,-35.0,-17.0,11.0,-35.0,-38.0,17.0
7167,Merced County,-37.0,-18.0,-20.0,-38.0,-25.0,13.0
7168,Merced County,-34.0,-18.0,-1.0,-37.0,-26.0,11.0
7169,Merced County,-30.0,-21.0,15.0,-33.0,-37.0,14.0
7170,Merced County,-26.0,-16.0,11.0,-28.0,-39.0,15.0
7171,Merced County,-25.0,-11.0,7.0,-26.0,-40.0,14.0
7172,Merced County,-28.0,-12.0,4.0,-27.0,-40.0,15.0
7173,Merced County,-31.0,-6.0,3.0,-39.0,-39.0,16.0
7174,Merced County,-38.0,-13.0,-26.0,-36.0,-27.0,13.0
7175,Merced County,-44.0,-24.0,-60.0,-48.0,-31.0,13.0
7176,Merced County,-35.0,-18.0,-20.0,-37.0,-41.0,18.0
7177,Merced County,-30.0,-13.0,1.0,-28.0,-40.0,16.0
7178,Merced County,-34.0,-17.0,-5.0,-28.0,-41.0,16.0
7179,Merced County,-36.0,-17.0,-21.0,-30.0,-43.0,17.0
7180,Merced County,-39.0,-12.0,-17.0,-38.0,-45.0,19.0
7181,Merced County,-38.0,-8.0,-25.0,-34.0,-29.0,13.0
7182,Merced County,-53.0,-18.0,-30.0,-45.0,-31.0,12.0
7183,Merced County,-32.0,-21.0,-4.0,-35.0,-40.0,16.0
7184,Merced County,-27.0,-16.0,11.0,-25.0,-40.0,15.0
7185,Merced County,-26.0,-9.0,-3.0,-25.0,-39.0,14.0
7186,Merced County,-33.0,-12.0,3.0,-25.0,-39.0,15.0
7187,Merced County,-39.0,-12.0,-1.0,-33.0,-40.0,17.0
7188,Merced County,-40.0,-11.0,-18.0,-30.0,-21.0,12.0
7189,Merced County,-37.0,-11.0,-12.0,-34.0,-23.0,10.0
7190,Merced County,-33.0,-15.0,-1.0,-31.0,-38.0,14.0
7191,Merced County,-33.0,-12.0,9.0,-25.0,-38.0,14.0
7192,Merced County,-33.0,-10.0,5.0,-23.0,-38.0,14.0
7193,Merced County,-34.0,-12.0,6.0,-23.0,-39.0,15.0
7194,Merced County,-37.0,-9.0,7.0,-30.0,-39.0,15.0
7195,Merced County,-38.0,-6.0,-5.0,-28.0,-22.0,10.0
7196,Merced County,-34.0,-7.0,-3.0,-30.0,-22.0,9.0
7197,Merced County,-28.0,-9.0,8.0,-26.0,-36.0,13.0
7198,Merced County,-27.0,-8.0,10.0,-22.0,-37.0,6.0
7199,Merced County,-28.0,-6.0,7.0,-21.0,-37.0,13.0
7200,Merced County,-26.0,-6.0,12.0,-21.0,-38.0,12.0
7201,Merced County,-29.0,1.0,5.0,-23.0,-36.0,13.0
7202,Merced County,-30.0,1.0,1.0,-22.0,-18.0,8.0
7203,Merced County,-26.0,0.0,4.0,-28.0,-16.0,8.0
7204,Merced County,-23.0,-4.0,14.0,-24.0,-33.0,11.0
7205,Merced County,-24.0,2.0,12.0,-18.0,-35.0,11.0
7206,Merced County,-25.0,-3.0,13.0,-18.0,-35.0,11.0
7207,Merced County,-25.0,-2.0,21.0,-17.0,-35.0,11.0
7208,Merced County,-29.0,0.0,11.0,-18.0,-34.0,12.0
7209,Merced County,-24.0,14.0,9.0,-20.0,-16.0,6.0
7210,Merced County,-24.0,19.0,3.0,-16.0,-11.0,4.0
7211,Merced County,-23.0,-8.0,25.0,-18.0,-32.0,11.0
7212,Merced County,-23.0,-7.0,12.0,-17.0,-33.0,11.0
7213,Merced County,-22.0,-4.0,19.0,-14.0,-33.0,11.0
7214,Merced County,-24.0,-5.0,23.0,-19.0,-34.0,11.0
7215,Merced County,-28.0,-2.0,24.0,-20.0,-33.0,12.0
7216,Merced County,-26.0,0.0,27.0,-14.0,-14.0,6.0
7217,Merced County,-23.0,-4.0,10.0,-17.0,-13.0,7.0
7218,Merced County,-21.0,-8.0,9.0,-19.0,-32.0,11.0
7219,Merced County,-20.0,-5.0,24.0,-16.0,-33.0,10.0
7220,Merced County,-18.0,-4.0,19.0,-13.0,-33.0,10.0
7221,Merced County,-19.0,-3.0,29.0,-9.0,-33.0,9.0
7222,Merced County,-22.0,0.0,30.0,-8.0,-33.0,10.0
7223,Merced County,-21.0,3.0,45.0,0.0,-14.0,5.0
7224,Merced County,-19.0,6.0,73.0,-15.0,-16.0,4.0
7225,Merced County,-22.0,-3.0,50.0,-20.0,-62.0,17.0
7226,Merced County,-17.0,-5.0,40.0,-13.0,-32.0,9.0
7227,Merced County,-18.0,-3.0,27.0,-16.0,-31.0,10.0
7228,Merced County,-19.0,-5.0,32.0,-12.0,-30.0,10.0
7229,Merced County,-22.0,-3.0,35.0,-15.0,-30.0,10.0
7230,Merced County,-21.0,1.0,49.0,-9.0,-5.0,5.0
7231,Merced County,-16.0,-2.0,47.0,-9.0,-5.0,5.0
7232,Merced County,-12.0,-3.0,38.0,-12.0,-27.0,8.0
7233,Merced County,-12.0,1.0,38.0,-13.0,-29.0,8.0
7234,Merced County,-8.0,5.0,44.0,-9.0,-30.0,8.0
7235,Merced County,-11.0,3.0,61.0,-10.0,-31.0,8.0
7236,Merced County,-19.0,1.0,47.0,-14.0,-29.0,9.0
7237,Merced County,-18.0,4.0,88.0,-6.0,-7.0,3.0
7238,Merced County,-12.0,0.0,54.0,-8.0,-6.0,4.0
7239,Merced County,-15.0,-5.0,42.0,-14.0,-27.0,8.0
7240,Merced County,-15.0,-3.0,47.0,-13.0,-29.0,8.0
7241,Merced County,-15.0,-3.0,45.0,-10.0,-29.0,8.0
7242,Merced County,-16.0,-3.0,44.0,-9.0,-29.0,8.0
7243,Merced County,-20.0,-4.0,40.0,-8.0,-30.0,8.0
7244,Merced County,-18.0,0.0,56.0,-3.0,-6.0,3.0
7245,Merced County,-12.0,-1.0,76.0,-2.0,-6.0,3.0
7246,Merced County,-12.0,-5.0,44.0,-10.0,-27.0,7.0
7247,Merced County,-12.0,-3.0,50.0,-7.0,-29.0,7.0
7248,Merced County,-11.0,-5.0,45.0,-5.0,-29.0,7.0
7249,Merced County,-10.0,-5.0,53.0,-1.0,-31.0,7.0
7250,Merced County,-16.0,-2.0,61.0,-5.0,-31.0,7.0
7251,Merced County,-14.0,6.0,79.0,5.0,-8.0,2.0
7252,Merced County,-13.0,7.0,95.0,2.0,-4.0,1.0
7253,Merced County,-11.0,-10.0,55.0,-6.0,-32.0,8.0
7254,Merced County,-10.0,-6.0,54.0,-6.0,-33.0,8.0
7255,Merced County,-11.0,-6.0,48.0,-5.0,-31.0,8.0
7256,Merced County,-11.0,-7.0,47.0,1.0,-32.0,8.0
7257,Merced County,-18.0,-6.0,52.0,-7.0,-32.0,8.0
7258,Merced County,-17.0,-5.0,55.0,-1.0,-10.0,4.0
7259,Merced County,-11.0,-5.0,57.0,2.0,-7.0,3.0
7260,Merced County,-11.0,-9.0,47.0,-10.0,-30.0,7.0
7261,Merced County,-7.0,-6.0,49.0,-8.0,-31.0,8.0
7262,Merced County,-5.0,0.0,39.0,-3.0,-31.0,7.0
7263,Merced County,-2.0,4.0,52.0,6.0,-34.0,7.0
7264,Merced County,-8.0,13.0,56.0,-7.0,-51.0,12.0
7265,Merced County,-33.0,11.0,42.0,-18.0,-23.0,5.0
7266,Merced County,-16.0,-10.0,31.0,2.0,-15.0,5.0
7267,Merced County,-9.0,-7.0,46.0,-1.0,-35.0,8.0
7268,Merced County,-11.0,-6.0,46.0,-8.0,-34.0,8.0
7269,Merced County,-15.0,-5.0,34.0,-6.0,-33.0,8.0
7270,Merced County,-15.0,-6.0,42.0,-5.0,-34.0,8.0
7271,Merced County,-22.0,-6.0,46.0,-12.0,-33.0,9.0
7272,Merced County,-22.0,-5.0,35.0,-5.0,-11.0,5.0
7273,Merced County,-17.0,-4.0,44.0,-3.0,-11.0,4.0
7274,Merced County,-15.0,-9.0,42.0,-11.0,-34.0,9.0
7275,Merced County,-14.0,-8.0,48.0,-8.0,-35.0,8.0
7276,Merced County,-15.0,-8.0,37.0,-10.0,-33.0,9.0
7277,Merced County,-16.0,-7.0,39.0,-8.0,-35.0,9.0
7278,Merced County,-20.0,-7.0,45.0,-9.0,-34.0,9.0
7279,Merced County,-22.0,-5.0,39.0,-6.0,-13.0,5.0
7280,Merced County,-16.0,-7.0,39.0,-3.0,-13.0,4.0
7281,Merced County,-15.0,-9.0,41.0,-7.0,-33.0,8.0
7282,Merced County,-14.0,-8.0,45.0,-8.0,-35.0,9.0
7283,Merced County,-16.0,-8.0,38.0,-9.0,-34.0,8.0
7284,Merced County,-17.0,-10.0,44.0,-5.0,-34.0,8.0
7285,Merced County,-22.0,-8.0,47.0,-7.0,-34.0,9.0
7286,Merced County,-20.0,-5.0,47.0,-5.0,-12.0,4.0
7287,Merced County,-15.0,-7.0,38.0,-1.0,-13.0,4.0
7288,Merced County,-15.0,-10.0,45.0,-10.0,-34.0,8.0
7289,Merced County,-14.0,-10.0,49.0,-12.0,-35.0,9.0
7290,Merced County,-16.0,-10.0,40.0,-8.0,-35.0,8.0
7291,Merced County,-16.0,-9.0,34.0,-8.0,-36.0,8.0
7292,Merced County,-18.0,-5.0,47.0,-6.0,-35.0,8.0
7293,Merced County,-15.0,-2.0,49.0,-2.0,-12.0,4.0
7294,Merced County,-12.0,-3.0,46.0,-4.0,-15.0,4.0
7295,Merced County,-9.0,-6.0,46.0,-8.0,-34.0,7.0
7296,Merced County,-10.0,-6.0,49.0,-8.0,-35.0,7.0
7297,Merced County,-12.0,-4.0,44.0,-4.0,-34.0,7.0
7298,Merced County,-14.0,-7.0,51.0,-2.0,-35.0,7.0
7299,Merced County,-18.0,-6.0,54.0,-8.0,-35.0,8.0
7300,Merced County,-17.0,-4.0,55.0,-2.0,-13.0,3.0
7301,Merced County,-12.0,-4.0,48.0,0.0,-14.0,3.0
7302,Merced County,-14.0,-11.0,47.0,-8.0,-33.0,7.0
7303,Merced County,-14.0,-9.0,46.0,-11.0,-34.0,7.0
7304,Merced County,-17.0,-8.0,39.0,-12.0,-34.0,7.0
7305,Merced County,-19.0,-11.0,39.0,-6.0,-34.0,8.0
7306,Merced County,-23.0,-11.0,45.0,-9.0,-34.0,8.0
7307,Merced County,-21.0,-7.0,35.0,-8.0,-13.0,4.0
7308,Merced County,-15.0,-7.0,38.0,-5.0,-13.0,4.0
7309,Merced County,-18.0,-12.0,,-14.0,-33.0,8.0
7310,Merced County,-18.0,-12.0,,-15.0,-33.0,8.0
7311,Merced County,-20.0,-12.0,,-13.0,-33.0,8.0
7312,Merced County,-18.0,-12.0,,-10.0,-34.0,8.0
7313,Merced County,-22.0,-11.0,,-15.0,-33.0,8.0
7314,Merced County,-21.0,-9.0,,-13.0,-13.0,5.0
7315,Merced County,-15.0,-8.0,,-7.0,-14.0,5.0
7316,Merced County,-18.0,-15.0,,-16.0,-31.0,8.0
7317,Merced County,-15.0,-14.0,,-11.0,-31.0,8.0
7318,Merced County,-18.0,-12.0,,-14.0,-30.0,7.0
7319,Merced County,-18.0,-14.0,,-9.0,-30.0,7.0
7320,Merced County,-23.0,-11.0,,-14.0,-30.0,7.0
7321,Merced County,-19.0,-9.0,,-7.0,-10.0,3.0
7322,Merced County,-14.0,-6.0,,-4.0,-8.0,3.0
7323,Merced County,-17.0,-14.0,,-14.0,-30.0,7.0
7324,Merced County,-12.0,-9.0,,-12.0,-30.0,6.0
7325,Merced County,-13.0,-7.0,,-11.0,-30.0,6.0
7326,Merced County,-12.0,-7.0,,-4.0,-29.0,6.0
7327,Merced County,-15.0,-5.0,,1.0,-31.0,7.0
7328,Merced County,-15.0,1.0,,10.0,-12.0,2.0
7329,Merced County,-11.0,-1.0,,-10.0,-11.0,2.0
7330,Merced County,-14.0,-10.0,,-8.0,-62.0,15.0
7331,Merced County,-16.0,-10.0,,-9.0,-31.0,7.0
7332,Merced County,-16.0,-9.0,,-16.0,-30.0,6.0
7333,Merced County,-17.0,-12.0,,-13.0,-29.0,6.0
7334,Merced County,-19.0,-11.0,40.0,-12.0,-29.0,6.0
7335,Merced County,-15.0,-7.0,39.0,-5.0,-9.0,2.0
7336,Merced County,-13.0,-7.0,29.0,-10.0,-8.0,3.0
7337,Merced County,-16.0,-14.0,30.0,-18.0,-25.0,6.0
7338,Merced County,-16.0,-12.0,32.0,-15.0,-26.0,7.0
7339,Merced County,-14.0,-12.0,32.0,-14.0,-28.0,6.0
7340,Merced County,-15.0,-14.0,34.0,-9.0,-27.0,6.0
7341,Merced County,-16.0,-11.0,36.0,-14.0,-28.0,6.0
7342,Merced County,-13.0,-6.0,52.0,-1.0,-6.0,1.0
7343,Merced County,-11.0,-7.0,49.0,-5.0,-6.0,3.0
7344,Merced County,-16.0,-15.0,26.0,-14.0,-26.0,7.0
7345,Merced County,-14.0,-13.0,23.0,-15.0,-27.0,7.0
7346,Merced County,-15.0,-11.0,14.0,-17.0,-26.0,6.0
7347,Merced County,-17.0,-13.0,22.0,-13.0,-25.0,7.0
7348,Merced County,-17.0,-12.0,15.0,-15.0,-26.0,7.0
7349,Merced County,-15.0,-7.0,32.0,-9.0,-6.0,2.0
7350,Merced County,-12.0,-8.0,31.0,-4.0,-6.0,2.0
7351,Merced County,-16.0,-16.0,8.0,-16.0,-24.0,7.0
7352,Merced County,-14.0,-13.0,16.0,-17.0,-26.0,6.0
7353,Merced County,-14.0,-11.0,10.0,-13.0,-27.0,6.0
7354,Merced County,-11.0,-10.0,13.0,-13.0,-26.0,6.0
7355,Merced County,-14.0,-8.0,12.0,-12.0,-27.0,6.0
7356,Merced County,-11.0,-3.0,25.0,-6.0,-8.0,1.0
7357,Merced County,-7.0,-3.0,21.0,-5.0,-9.0,2.0
7358,Merced County,-13.0,-11.0,9.0,-13.0,-25.0,6.0
7359,Merced County,-13.0,-11.0,20.0,-16.0,-27.0,6.0
7360,Merced County,-13.0,-9.0,18.0,-15.0,-26.0,6.0
7361,Merced County,-14.0,-12.0,20.0,-13.0,-25.0,6.0
7362,Merced County,-17.0,-12.0,28.0,-14.0,-26.0,6.0
7363,Merced County,-14.0,-7.0,22.0,-12.0,-7.0,2.0
7364,Merced County,-9.0,-7.0,20.0,-5.0,-8.0,2.0
7365,Merced County,-14.0,-15.0,18.0,-16.0,-28.0,7.0
7366,Merced County,-14.0,-13.0,22.0,-16.0,-26.0,7.0
7367,Merced County,-14.0,-11.0,20.0,-16.0,-26.0,6.0
7368,Merced County,-14.0,-13.0,16.0,-14.0,-25.0,6.0
7369,Merced County,-17.0,-10.0,20.0,-16.0,-26.0,6.0
7370,Merced County,,,,,,
7371,Merced County,,,,,,
7372,Merced County,,,,,,
7373,Merced County,,,,,,
7374,Merced County,,,,,,
7375,Modoc County,,,,,,
7376,Modoc County,,,,,,
7377,Modoc County,,,,,,
7378,Modoc County,,,,,,
7379,Modoc County,,,,,,
7380,Modoc County,,,,,,
7381,Modoc County,,,,,,
7382,Modoc County,,,,,,
7383,Modoc County,,,,,,
7384,Modoc County,,,,,,
7385,Modoc County,,,,,,
7386,Modoc County,,,,,,
7387,Modoc County,,,,,,
7388,Modoc County,,,,,,
7389,Modoc County,,,,,,
7390,Modoc County,,,,,,
7391,Modoc County,,,,,,
7392,Modoc County,,,,,,
7393,Modoc County,,,,,,
7394,Modoc County,,,,,,
7395,Modoc County,,,,,,
7396,Modoc County,,,,,,
7397,Modoc County,,,,,,
7398,Modoc County,,,,,,
7399,Modoc County,,,,,,
7400,Modoc County,,,,,,
7401,Modoc County,,,,,,
7402,Modoc County,,,,,,
7403,Modoc County,,,,,,
7404,Modoc County,,,,,,
7405,Modoc County,,,,,,
7406,Modoc County,,,,,,
7407,Modoc County,,,,,,
7408,Modoc County,,,,,,
7409,Modoc County,,,,,,
7410,Modoc County,,,,,,
7411,Modoc County,,,,,,
7412,Modoc County,,,,,,
7413,Modoc County,,,,,,
7414,Modoc County,,,,,,
7415,Modoc County,,,,,,
7416,Modoc County,,,,,,
7417,Modoc County,,,,,,
7418,Modoc County,,,,,,
7419,Modoc County,,,,,,
7420,Modoc County,,,,,,
7421,Modoc County,,,,,,
7422,Modoc County,,-37.0,,,-45.0,
7423,Modoc County,,-2.0,,,0.0,
7424,Modoc County,,,,,2.0,
7425,Modoc County,,-7.0,,,5.0,
7426,Modoc County,,-14.0,,,-2.0,
7427,Modoc County,,,,,,
7428,Modoc County,,,,,,
7429,Modoc County,,-35.0,,,-2.0,
7430,Modoc County,,-4.0,,,-2.0,
7431,Modoc County,,,,,0.0,
7432,Modoc County,,7.0,,,-2.0,
7433,Modoc County,,0.0,,,6.0,
7434,Modoc County,,,,,,
7435,Modoc County,,,,,,
7436,Modoc County,,-8.0,,,-5.0,
7437,Modoc County,,20.0,,,-5.0,
7438,Modoc County,,,,,-6.0,
7439,Modoc County,,8.0,,,-3.0,
7440,Modoc County,,-8.0,,,-4.0,
7441,Modoc County,,,,,,
7442,Modoc County,,,,,,
7443,Modoc County,,-25.0,,,0.0,
7444,Modoc County,,-2.0,,,5.0,
7445,Modoc County,,,,,-3.0,
7446,Modoc County,,,,,0.0,
7447,Modoc County,,16.0,,,6.0,
7448,Modoc County,,,,,,
7449,Modoc County,,,,,,
7450,Modoc County,,29.0,,,-23.0,
7451,Modoc County,,8.0,,,-15.0,
7452,Modoc County,,,,,-27.0,
7453,Modoc County,,,,,-16.0,
7454,Modoc County,,-2.0,,,-22.0,
7455,Modoc County,,,,,,
7456,Modoc County,,,,,,
7457,Modoc County,,2.0,,,-28.0,
7458,Modoc County,,-12.0,,,-33.0,
7459,Modoc County,,,,,-29.0,
7460,Modoc County,,-3.0,,,-32.0,
7461,Modoc County,-59.0,-9.0,,,-26.0,
7462,Modoc County,,,,,,
7463,Modoc County,,,,,,
7464,Modoc County,,-25.0,,,-32.0,
7465,Modoc County,,6.0,,,-28.0,
7466,Modoc County,,,,,-32.0,
7467,Modoc County,,,,,-40.0,
7468,Modoc County,,4.0,,,-26.0,
7469,Modoc County,,,,,,
7470,Modoc County,,,,,,
7471,Modoc County,,,,,-23.0,
7472,Modoc County,,,,,-28.0,
7473,Modoc County,,,,,-29.0,
7474,Modoc County,,,,,-29.0,
7475,Modoc County,,,,,-28.0,
7476,Modoc County,,,,,,
7477,Modoc County,,,,,,
7478,Modoc County,,,,,-26.0,
7479,Modoc County,,,,,-22.0,
7480,Modoc County,,,,,-27.0,
7481,Modoc County,,,,,-23.0,
7482,Modoc County,,,,,-24.0,
7483,Modoc County,,,,,,
7484,Modoc County,,,,,,
7485,Modoc County,,,,,-22.0,
7486,Modoc County,,,,,-24.0,
7487,Modoc County,,,,,-23.0,
7488,Modoc County,,,,,-25.0,
7489,Modoc County,,,,,-25.0,
7490,Modoc County,,,,,,
7491,Modoc County,,,,,,
7492,Modoc County,,,,,-26.0,
7493,Modoc County,,,,,-29.0,
7494,Modoc County,,,,,-26.0,
7495,Modoc County,,,,,-24.0,
7496,Modoc County,,,,,-17.0,
7497,Modoc County,,,,,,
7498,Modoc County,,,,,,
7499,Modoc County,,,,,-24.0,
7500,Modoc County,,,,,-20.0,
7501,Modoc County,,,,,-25.0,
7502,Modoc County,,,,,-28.0,
7503,Modoc County,,,,,-27.0,
7504,Modoc County,,,,,,
7505,Modoc County,,,,,,
7506,Modoc County,,,,,-27.0,
7507,Modoc County,,,,,-24.0,
7508,Modoc County,,,,,-23.0,
7509,Modoc County,,,,,-27.0,
7510,Modoc County,,,,,-22.0,
7511,Modoc County,,,,,,
7512,Modoc County,,,,,,
7513,Modoc County,,,,,-23.0,
7514,Modoc County,,,,,-21.0,
7515,Modoc County,,,,,-22.0,
7516,Modoc County,,,,,-23.0,
7517,Modoc County,,,,,-23.0,
7518,Modoc County,,,,,,
7519,Modoc County,,,,,,
7520,Modoc County,,,,,-67.0,
7521,Modoc County,,,,,-15.0,
7522,Modoc County,,,,,-18.0,
7523,Modoc County,,,,,-20.0,
7524,Modoc County,,,,,-22.0,
7525,Modoc County,,,,,,
7526,Modoc County,,,,,,
7527,Modoc County,,,,,-14.0,
7528,Modoc County,,,,,-17.0,
7529,Modoc County,,,,,-20.0,
7530,Modoc County,,,,,-24.0,
7531,Modoc County,,,,,-19.0,
7532,Modoc County,,,,,,
7533,Modoc County,,,,,,
7534,Modoc County,,,,,-23.0,
7535,Modoc County,,,,,-21.0,
7536,Modoc County,,,,,-16.0,
7537,Modoc County,,,,,-21.0,
7538,Modoc County,,,,,-18.0,
7539,Modoc County,,,,,,
7540,Modoc County,,,,,,
7541,Modoc County,,,,,-22.0,
7542,Modoc County,,,,,-14.0,
7543,Modoc County,,,,,-18.0,
7544,Modoc County,,,,,-20.0,
7545,Modoc County,,,,,-19.0,
7546,Modoc County,,,,,,
7547,Modoc County,,,,,,
7548,Modoc County,,,,,-16.0,
7549,Modoc County,,,,,-17.0,
7550,Modoc County,,,,,-17.0,
7551,Modoc County,,,,,-25.0,
7552,Modoc County,,,,,-19.0,
7553,Modoc County,,,,,,
7554,Modoc County,,,,,,
7555,Modoc County,,,,,-19.0,
7556,Modoc County,,,,,-14.0,
7557,Modoc County,,,,,-23.0,
7558,Modoc County,,,,,-26.0,
7559,Modoc County,,,,,-43.0,
7560,Modoc County,,,,,,
7561,Modoc County,,,,,,
7562,Modoc County,,,,,-20.0,
7563,Modoc County,,,,,-17.0,
7564,Modoc County,,,,,-20.0,
7565,Modoc County,,,,,-18.0,
7566,Modoc County,,,,,-12.0,
7567,Modoc County,,,,,,
7568,Modoc County,,,,,,
7569,Modoc County,,,,,-21.0,
7570,Modoc County,,,,,-21.0,
7571,Modoc County,,,,,-22.0,
7572,Modoc County,,,,,-26.0,
7573,Modoc County,,,,,-20.0,
7574,Modoc County,,,,,,
7575,Modoc County,,,,,,
7576,Modoc County,,,,,-27.0,
7577,Modoc County,,,,,-22.0,
7578,Modoc County,,,,,-23.0,
7579,Modoc County,,,,,-25.0,
7580,Modoc County,,,,,-17.0,
7581,Modoc County,,,,,,
7582,Modoc County,,,,,,
7583,Modoc County,,,,,-23.0,
7584,Modoc County,,,,,-27.0,
7585,Modoc County,,,,,-25.0,
7586,Modoc County,,,,,-25.0,
7587,Modoc County,,,,,-23.0,
7588,Modoc County,,,,,,
7589,Modoc County,,,,,,
7590,Modoc County,,,,,-18.0,
7591,Modoc County,,,,,-19.0,
7592,Modoc County,,,,,-24.0,
7593,Modoc County,,,,,-19.0,
7594,Modoc County,,,,,-12.0,
7595,Modoc County,,,,,,
7596,Modoc County,,,,,,
7597,Modoc County,,,,,-23.0,
7598,Modoc County,,,,,-17.0,
7599,Modoc County,,,,,-24.0,
7600,Modoc County,,,,,-19.0,
7601,Modoc County,,,,,-20.0,
7602,Modoc County,,,,,,
7603,Modoc County,,,,,,
7604,Modoc County,,,,,,
7605,Modoc County,,,,,,
7606,Modoc County,,,,,,
7607,Modoc County,,,,,,
7608,Modoc County,,,,,,
7609,Modoc County,,,,,,
7610,Modoc County,,,,,,
7611,Modoc County,,,,,,
7612,Modoc County,,,,,,
7613,Modoc County,,,,,,
7614,Modoc County,,,,,,
7615,Modoc County,,,,,,
7616,Modoc County,,,,,,
7617,Modoc County,,,,,,
7618,Modoc County,,,,,,
7619,Modoc County,,,,,,
7620,Modoc County,,,,,,
7621,Modoc County,,,,,,
7622,Modoc County,,,,,,
7623,Modoc County,,,,,,
7624,Modoc County,,,,,,
7625,Modoc County,,,,,,
7626,Modoc County,,,,,,
7627,Modoc County,,,,,,
7628,Modoc County,,,,,,
7629,Modoc County,,,,,-22.0,
7630,Modoc County,,,,,,
7631,Modoc County,,,,,,
7632,Modoc County,,,,,-19.0,
7633,Modoc County,,,,,-15.0,
7634,Modoc County,,,,,-24.0,
7635,Modoc County,,,,,-19.0,
7636,Modoc County,,,,,-16.0,
7637,Modoc County,,,,,,
7638,Modoc County,,,,,,
7639,Modoc County,,,,,-14.0,
7640,Modoc County,,,,,-18.0,
7641,Modoc County,,,,,-16.0,
7642,Modoc County,,,,,-12.0,
7643,Modoc County,,,,,-12.0,
7644,Modoc County,,,,,,
7645,Modoc County,,,,,,
7646,Modoc County,,,,,-11.0,
7647,Modoc County,,,,,-15.0,
7648,Modoc County,,,,,-19.0,
7649,Modoc County,,,,,-8.0,
7650,Modoc County,,,,,-10.0,
7651,Modoc County,,,,,,
7652,Modoc County,,,,,,
7653,Modoc County,,,,,-13.0,
7654,Modoc County,,,,,-15.0,
7655,Modoc County,,,,,-11.0,
7656,Modoc County,,,,,-15.0,
7657,Modoc County,,,,,-9.0,
7658,Modoc County,,,,,,
7659,Modoc County,,,,,,
7660,Modoc County,,,,,-28.0,
7661,Modoc County,,,,,-11.0,
7662,Modoc County,,,,,-16.0,
7663,Modoc County,,,,,-10.0,
7664,Modoc County,,,,,-7.0,
7665,Modoc County,,,,,,
7666,Modoc County,,,,,,
7667,Modoc County,,,,,,
7668,Modoc County,,,,,,
7669,Modoc County,,,,,,
7670,Mono County,,,,,,
7671,Mono County,,,,,,
7672,Mono County,,,,,,
