,subregion2_name,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2813,El Dorado County,-31.0,-4.0,75.0,-17.0,-24.0,5.0
2814,El Dorado County,-27.0,-2.0,72.0,-17.0,-36.0,10.0
2815,El Dorado County,-24.0,8.0,119.0,-16.0,-36.0,10.0
2816,El Dorado County,-22.0,8.0,144.0,-28.0,-36.0,11.0
2817,El Dorado County,-23.0,6.0,163.0,-14.0,-37.0,10.0
2818,El Dorado County,-27.0,-1.0,92.0,-18.0,-38.0,11.0
2819,El Dorado County,-30.0,0.0,69.0,-33.0,-19.0,6.0
2820,El Dorado County,-17.0,6.0,163.0,-25.0,-22.0,3.0
2821,El Dorado County,-18.0,10.0,114.0,-16.0,-36.0,10.0
2822,El Dorado County,-15.0,16.0,167.0,-8.0,-36.0,10.0
2823,El Dorado County,-13.0,15.0,169.0,-18.0,-36.0,10.0
2824,El Dorado County,-13.0,14.0,209.0,-18.0,-37.0,10.0
2825,El Dorado County,-18.0,11.0,195.0,-16.0,-38.0,8.0
2826,El Dorado County,-23.0,14.0,138.0,-14.0,-17.0,4.0
2827,El Dorado County,-11.0,20.0,204.0,-15.0,-21.0,1.0
2828,El Dorado County,-12.0,13.0,183.0,-11.0,-39.0,9.0
2829,El Dorado County,-12.0,21.0,211.0,-12.0,-39.0,10.0
2830,El Dorado County,-12.0,19.0,222.0,-25.0,-38.0,9.0
2831,El Dorado County,-11.0,16.0,239.0,-11.0,-37.0,9.0
2832,El Dorado County,-17.0,13.0,217.0,-15.0,-39.0,10.0
2833,El Dorado County,-22.0,11.0,144.0,-10.0,-18.0,4.0
2834,El Dorado County,-10.0,13.0,182.0,-11.0,-15.0,2.0
2835,El Dorado County,-8.0,9.0,194.0,-9.0,-36.0,9.0
2836,El Dorado County,-6.0,15.0,235.0,-7.0,-36.0,8.0
2837,El Dorado County,-5.0,15.0,248.0,-14.0,-37.0,9.0
2838,El Dorado County,1.0,20.0,323.0,-5.0,-39.0,8.0
2839,El Dorado County,-7.0,23.0,,-17.0,-53.0,12.0
2840,El Dorado County,-36.0,4.0,159.0,-31.0,-27.0,5.0
2841,El Dorado County,-12.0,3.0,189.0,,-20.0,2.0
2842,El Dorado County,-2.0,12.0,216.0,-10.0,-40.0,9.0
2843,El Dorado County,-1.0,18.0,252.0,-9.0,-38.0,9.0
2844,El Dorado County,-3.0,15.0,244.0,-12.0,-37.0,10.0
2845,El Dorado County,-4.0,12.0,274.0,-8.0,-37.0,9.0
2846,El Dorado County,-13.0,7.0,222.0,-9.0,-37.0,10.0
2847,El Dorado County,-21.0,7.0,148.0,-16.0,-15.0,5.0
2848,El Dorado County,-10.0,12.0,220.0,,-19.0,3.0
2849,El Dorado County,-5.0,13.0,220.0,-5.0,-38.0,9.0
2850,El Dorado County,0.0,19.0,268.0,-3.0,-37.0,10.0
2851,El Dorado County,1.0,14.0,250.0,-18.0,-36.0,10.0
2852,El Dorado County,4.0,11.0,281.0,-4.0,-37.0,10.0
2853,El Dorado County,-6.0,7.0,245.0,-13.0,-38.0,10.0
2854,El Dorado County,-14.0,8.0,171.0,-10.0,-17.0,5.0
2855,El Dorado County,2.0,13.0,232.0,-7.0,-20.0,3.0
2856,El Dorado County,3.0,9.0,230.0,-3.0,-39.0,10.0
2857,El Dorado County,4.0,17.0,270.0,-9.0,-39.0,10.0
2858,El Dorado County,4.0,14.0,253.0,-15.0,-38.0,10.0
2859,El Dorado County,4.0,9.0,290.0,-10.0,-37.0,9.0
2860,El Dorado County,-6.0,4.0,,-11.0,-39.0,10.0
2861,El Dorado County,-13.0,8.0,174.0,-8.0,-18.0,5.0
2862,El Dorado County,1.0,11.0,236.0,-11.0,-21.0,3.0
2863,El Dorado County,2.0,11.0,241.0,-17.0,-39.0,9.0
2864,El Dorado County,3.0,17.0,286.0,-16.0,-38.0,10.0
2865,El Dorado County,1.0,16.0,265.0,-16.0,-38.0,10.0
2866,El Dorado County,2.0,16.0,288.0,1.0,-38.0,9.0
2867,El Dorado County,-4.0,11.0,,-8.0,-38.0,10.0
2868,El Dorado County,-13.0,9.0,161.0,3.0,-17.0,4.0
2869,El Dorado County,3.0,16.0,232.0,,-19.0,2.0
2870,El Dorado County,9.0,15.0,246.0,-4.0,-38.0,9.0
2871,El Dorado County,7.0,22.0,296.0,-8.0,-38.0,9.0
2872,El Dorado County,4.0,19.0,263.0,-16.0,-38.0,9.0
2873,El Dorado County,2.0,15.0,293.0,-5.0,-37.0,8.0
2874,El Dorado County,-5.0,9.0,235.0,-15.0,-38.0,9.0
2875,El Dorado County,-15.0,11.0,168.0,-14.0,-16.0,4.0
2876,El Dorado County,-2.0,13.0,232.0,,-18.0,2.0
2877,El Dorado County,1.0,13.0,224.0,-13.0,-39.0,9.0
2878,El Dorado County,3.0,18.0,278.0,-13.0,-37.0,9.0
2879,El Dorado County,3.0,16.0,,-17.0,-37.0,9.0
2880,El Dorado County,2.0,13.0,257.0,-13.0,-37.0,9.0
2881,El Dorado County,-8.0,9.0,217.0,-13.0,-37.0,8.0
2882,El Dorado County,-14.0,12.0,147.0,-6.0,-16.0,4.0
2883,El Dorado County,-1.0,12.0,191.0,,-18.0,2.0
2884,El Dorado County,-2.0,11.0,,,-38.0,9.0
2885,El Dorado County,-4.0,14.0,,,-37.0,10.0
2886,El Dorado County,-5.0,10.0,,,-36.0,10.0
2887,El Dorado County,-5.0,5.0,,,-37.0,10.0
2888,El Dorado County,-11.0,1.0,,,-36.0,11.0
2889,El Dorado County,-19.0,0.0,,,-16.0,6.0
2890,El Dorado County,-8.0,3.0,,,-17.0,4.0
2891,El Dorado County,-7.0,-1.0,,,-36.0,10.0
2892,El Dorado County,-6.0,5.0,,,-36.0,10.0
2893,El Dorado County,-7.0,1.0,,,-35.0,10.0
2894,El Dorado County,-4.0,2.0,,,-34.0,10.0
2895,El Dorado County,-7.0,-1.0,,,-34.0,10.0
2896,El Dorado County,-15.0,-1.0,,,-15.0,4.0
2897,El Dorado County,-4.0,3.0,,,-15.0,3.0
2898,El Dorado County,-5.0,1.0,,,-35.0,9.0
2899,El Dorado County,-4.0,9.0,,,-36.0,9.0
2900,El Dorado County,-6.0,4.0,,,-36.0,9.0
2901,El Dorado County,-3.0,3.0,,,-36.0,8.0
2902,El Dorado County,-5.0,8.0,,,-37.0,8.0
2903,El Dorado County,-9.0,9.0,,,-17.0,4.0
2904,El Dorado County,13.0,16.0,,,-18.0,2.0
2905,El Dorado County,6.0,6.0,,,-68.0,15.0
2906,El Dorado County,-5.0,12.0,,,-40.0,7.0
2907,El Dorado County,-7.0,2.0,,,-39.0,8.0
2908,El Dorado County,-7.0,-5.0,,,-37.0,10.0
2909,El Dorado County,-12.0,-7.0,84.0,-7.0,-35.0,9.0
2910,El Dorado County,-21.0,-9.0,41.0,-6.0,-15.0,5.0
2911,El Dorado County,-13.0,-10.0,52.0,-10.0,-17.0,4.0
2912,El Dorado County,-10.0,-5.0,73.0,-3.0,-34.0,9.0
2913,El Dorado County,-9.0,0.0,88.0,2.0,-34.0,10.0
2914,El Dorado County,-13.0,-7.0,72.0,-18.0,-34.0,10.0
2915,El Dorado County,-10.0,-7.0,100.0,-7.0,-34.0,9.0
2916,El Dorado County,-12.0,-9.0,76.0,-10.0,-35.0,9.0
2917,El Dorado County,-19.0,-11.0,72.0,0.0,-14.0,3.0
2918,El Dorado County,-13.0,-13.0,93.0,,-16.0,2.0
2919,El Dorado County,-11.0,-8.0,85.0,5.0,-35.0,9.0
2920,El Dorado County,-10.0,-1.0,115.0,3.0,-35.0,9.0
2921,El Dorado County,-10.0,-5.0,112.0,-15.0,-33.0,10.0
2922,El Dorado County,-9.0,-6.0,129.0,-5.0,-34.0,9.0
2923,El Dorado County,-9.0,-8.0,123.0,5.0,-33.0,9.0
2924,El Dorado County,-14.0,-4.0,98.0,-2.0,-13.0,4.0
2925,El Dorado County,-4.0,-4.0,124.0,,-16.0,2.0
2926,El Dorado County,-6.0,-4.0,100.0,-5.0,-36.0,8.0
2927,El Dorado County,-10.0,0.0,108.0,-1.0,-34.0,9.0
2928,El Dorado County,-9.0,-4.0,84.0,-9.0,-34.0,10.0
2929,El Dorado County,-7.0,-7.0,101.0,-3.0,-32.0,9.0
2930,El Dorado County,-10.0,-4.0,97.0,-11.0,-33.0,9.0
2931,El Dorado County,-11.0,-3.0,79.0,-1.0,-13.0,4.0
2932,El Dorado County,-3.0,-3.0,112.0,-13.0,-16.0,2.0
2933,El Dorado County,-6.0,-1.0,103.0,-8.0,-34.0,8.0
2934,El Dorado County,-7.0,0.0,112.0,-8.0,-34.0,8.0
2935,El Dorado County,-9.0,-3.0,111.0,-23.0,-33.0,9.0
2936,El Dorado County,-7.0,-6.0,133.0,-14.0,-34.0,9.0
2937,El Dorado County,-8.0,-8.0,106.0,-18.0,-33.0,9.0
2938,El Dorado County,-10.0,-5.0,77.0,-29.0,-12.0,4.0
2939,El Dorado County,-2.0,-3.0,132.0,-13.0,-14.0,3.0
2940,El Dorado County,-6.0,-4.0,120.0,-11.0,-36.0,8.0
2941,El Dorado County,-8.0,0.0,125.0,-9.0,-34.0,8.0
2942,El Dorado County,-9.0,-2.0,110.0,-20.0,-33.0,9.0
2943,El Dorado County,-7.0,-5.0,140.0,-10.0,-32.0,9.0
2944,El Dorado County,-7.0,-6.0,119.0,-11.0,-32.0,8.0
2945,El Dorado County,,,,,,
2946,El Dorado County,,,,,,
2947,El Dorado County,,,,,,
2948,El Dorado County,,,,,,
2949,El Dorado County,,,,,,
2950,Fresno County,,,,,,
2951,Fresno County,,,,,,
2952,Fresno County,,,,,,
2953,Fresno County,,,,,,
2954,Fresno County,,,,,,
2955,Fresno County,,,,,,
2956,Fresno County,,,,,,
2957,Fresno County,,,,,,
2958,Fresno County,,,,,,
2959,Fresno County,,,,,,
2960,Fresno County,,,,,,
2961,Fresno County,,,,,,
2962,Fresno County,,,,,,
2963,Fresno County,,,,,,
2964,Fresno County,,,,,,
2965,Fresno County,,,,,,
2966,Fresno County,,,,,,
2967,Fresno County,,,,,,
2968,Fresno County,,,,,,
2969,Fresno County,,,,,,
2970,Fresno County,,,,,,
2971,Fresno County,,,,,,
2972,Fresno County,,,,,,
2973,Fresno County,,,,,,
2974,Fresno County,,,,,,
2975,Fresno County,,,,,,
2976,Fresno County,,,,,,
2977,Fresno County,,,,,,
2978,Fresno County,,,,,,
2979,Fresno County,,,,,,
2980,Fresno County,,,,,,
2981,Fresno County,,,,,,
2982,Fresno County,,,,,,
2983,Fresno County,,,,,,
2984,Fresno County,,,,,,
2985,Fresno County,,,,,,
2986,Fresno County,,,,,,
2987,Fresno County,,,,,,
2988,Fresno County,,,,,,
2989,Fresno County,,,,,,
2990,Fresno County,,,,,,
2991,Fresno County,,,,,,
2992,Fresno County,,,,,,
2993,Fresno County,,,,,,
2994,Fresno County,,,,,,
2995,Fresno County,4.0,0.0,24.0,8.0,-5.0,0.0
2996,Fresno County,7.0,1.0,46.0,4.0,-3.0,-2.0
2997,Fresno County,6.0,-1.0,26.0,2.0,-43.0,8.0
2998,Fresno County,2.0,1.0,20.0,3.0,1.0,0.0
2999,Fresno County,3.0,1.0,15.0,3.0,0.0,0.0
3000,Fresno County,5.0,3.0,14.0,6.0,1.0,0.0
3001,Fresno County,4.0,-2.0,15.0,0.0,2.0,-1.0
3002,Fresno County,6.0,1.0,7.0,1.0,1.0,0.0
3003,Fresno County,10.0,2.0,48.0,3.0,1.0,-1.0
3004,Fresno County,4.0,1.0,19.0,1.0,2.0,0.0
3005,Fresno County,7.0,3.0,25.0,0.0,2.0,0.0
3006,Fresno County,12.0,6.0,21.0,3.0,1.0,-1.0
3007,Fresno County,10.0,4.0,19.0,10.0,2.0,-1.0
3008,Fresno County,10.0,5.0,17.0,9.0,2.0,-2.0
3009,Fresno County,13.0,5.0,29.0,9.0,2.0,-2.0
3010,Fresno County,17.0,6.0,23.0,6.0,0.0,-2.0
3011,Fresno County,15.0,9.0,23.0,5.0,-3.0,0.0
3012,Fresno County,16.0,16.0,35.0,5.0,2.0,-2.0
3013,Fresno County,13.0,12.0,24.0,3.0,1.0,-1.0
3014,Fresno County,12.0,11.0,22.0,5.0,1.0,-1.0
3015,Fresno County,8.0,7.0,25.0,4.0,2.0,-2.0
3016,Fresno County,11.0,7.0,18.0,1.0,2.0,-1.0
3017,Fresno County,12.0,8.0,33.0,0.0,0.0,-1.0
3018,Fresno County,8.0,10.0,22.0,1.0,2.0,-1.0
3019,Fresno County,6.0,8.0,1.0,-5.0,1.0,0.0
3020,Fresno County,9.0,11.0,16.0,-3.0,0.0,0.0
3021,Fresno County,7.0,19.0,11.0,2.0,0.0,0.0
3022,Fresno County,5.0,31.0,10.0,-5.0,0.0,-1.0
3023,Fresno County,-2.0,33.0,-17.0,-8.0,-1.0,2.0
3024,Fresno County,-7.0,20.0,-23.0,-18.0,-5.0,3.0
3025,Fresno County,-9.0,18.0,-41.0,-26.0,-21.0,9.0
3026,Fresno County,-10.0,23.0,-11.0,-19.0,-24.0,9.0
3027,Fresno County,-10.0,33.0,-11.0,-17.0,-26.0,9.0
3028,Fresno County,-31.0,3.0,-39.0,-32.0,-34.0,15.0
3029,Fresno County,-34.0,-1.0,-19.0,-32.0,-35.0,15.0
3030,Fresno County,-43.0,-10.0,-46.0,-38.0,-25.0,13.0
3031,Fresno County,-41.0,-13.0,-9.0,-39.0,-27.0,10.0
3032,Fresno County,-33.0,-11.0,-30.0,-39.0,-39.0,16.0
3033,Fresno County,-34.0,-10.0,-31.0,-38.0,-41.0,16.0
3034,Fresno County,-35.0,-17.0,-45.0,-39.0,-42.0,17.0
3035,Fresno County,-34.0,-10.0,-34.0,-35.0,-42.0,17.0
3036,Fresno County,-37.0,-15.0,-29.0,-39.0,-40.0,17.0
3037,Fresno County,-40.0,-14.0,-35.0,-40.0,-27.0,13.0
3038,Fresno County,-40.0,-14.0,-27.0,-43.0,-31.0,11.0
3039,Fresno County,-32.0,-13.0,-26.0,-36.0,-41.0,15.0
3040,Fresno County,-30.0,-7.0,-27.0,-33.0,-44.0,16.0
3041,Fresno County,-28.0,-3.0,-32.0,-30.0,-43.0,15.0
3042,Fresno County,-30.0,-3.0,-36.0,-33.0,-43.0,16.0
3043,Fresno County,-32.0,-2.0,-30.0,-37.0,-42.0,16.0
3044,Fresno County,-38.0,-5.0,-37.0,-39.0,-28.0,12.0
3045,Fresno County,-45.0,-16.0,-66.0,-53.0,-35.0,13.0
3046,Fresno County,-33.0,-7.0,-51.0,-43.0,-45.0,18.0
3047,Fresno County,-33.0,-7.0,-38.0,-39.0,-45.0,17.0
3048,Fresno County,-36.0,-12.0,-51.0,-41.0,-46.0,18.0
3049,Fresno County,-35.0,-7.0,-51.0,-39.0,-47.0,19.0
3050,Fresno County,-37.0,-8.0,-41.0,-42.0,-47.0,19.0
3051,Fresno County,-39.0,-3.0,-46.0,-39.0,-31.0,13.0
3052,Fresno County,-57.0,-18.0,-49.0,-43.0,-34.0,11.0
3053,Fresno County,-37.0,-16.0,-47.0,-39.0,-44.0,16.0
3054,Fresno County,-31.0,-9.0,-35.0,-34.0,-43.0,16.0
3055,Fresno County,-33.0,-7.0,-39.0,-32.0,-43.0,15.0
3056,Fresno County,-43.0,-6.0,-44.0,-33.0,-43.0,16.0
3057,Fresno County,-46.0,-11.0,-40.0,-38.0,-42.0,17.0
3058,Fresno County,-48.0,-8.0,-48.0,-38.0,-27.0,12.0
3059,Fresno County,-47.0,-8.0,-31.0,-39.0,-29.0,9.0
3060,Fresno County,-45.0,-10.0,-49.0,-40.0,-42.0,16.0
3061,Fresno County,-42.0,-4.0,-36.0,-36.0,-43.0,15.0
3062,Fresno County,-43.0,-4.0,-35.0,-33.0,-43.0,15.0
3063,Fresno County,-44.0,-4.0,-41.0,-33.0,-42.0,15.0
3064,Fresno County,-45.0,-6.0,-37.0,-37.0,-42.0,16.0
3065,Fresno County,-46.0,-2.0,-36.0,-32.0,-26.0,10.0
3066,Fresno County,-46.0,-2.0,-30.0,-36.0,-28.0,9.0
3067,Fresno County,-40.0,-2.0,-36.0,-32.0,-41.0,14.0
3068,Fresno County,-39.0,0.0,-33.0,-31.0,-42.0,7.0
3069,Fresno County,-39.0,-2.0,-36.0,-29.0,-42.0,14.0
3070,Fresno County,-37.0,3.0,-38.0,-27.0,-42.0,14.0
3071,Fresno County,-38.0,3.0,-30.0,-30.0,-40.0,14.0
3072,Fresno County,-40.0,7.0,-30.0,-24.0,-23.0,8.0
3073,Fresno County,-39.0,6.0,-17.0,-24.0,-23.0,7.0
3074,Fresno County,-34.0,4.0,-31.0,-29.0,-39.0,12.0
3075,Fresno County,-35.0,10.0,-30.0,-27.0,-40.0,13.0
3076,Fresno County,-38.0,4.0,-30.0,-26.0,-40.0,13.0
3077,Fresno County,-38.0,5.0,-33.0,-24.0,-40.0,13.0
3078,Fresno County,-40.0,6.0,-28.0,-28.0,-38.0,13.0
3079,Fresno County,-39.0,20.0,-26.0,-22.0,-21.0,7.0
3080,Fresno County,-39.0,21.0,-25.0,-15.0,-18.0,4.0
3081,Fresno County,-38.0,0.0,-26.0,-27.0,-38.0,12.0
3082,Fresno County,-37.0,2.0,-18.0,-27.0,-38.0,12.0
3083,Fresno County,-36.0,3.0,-21.0,-24.0,-38.0,12.0
3084,Fresno County,-37.0,3.0,-27.0,-24.0,-39.0,12.0
3085,Fresno County,-39.0,1.0,-15.0,-29.0,-38.0,13.0
3086,Fresno County,-40.0,5.0,-7.0,-21.0,-20.0,7.0
3087,Fresno County,-39.0,0.0,7.0,-26.0,-19.0,6.0
3088,Fresno County,-35.0,0.0,-34.0,-32.0,-37.0,13.0
3089,Fresno County,-34.0,4.0,-20.0,-29.0,-38.0,12.0
3090,Fresno County,-33.0,5.0,-17.0,-26.0,-37.0,12.0
3091,Fresno County,-33.0,6.0,-16.0,-23.0,-38.0,11.0
3092,Fresno County,-35.0,3.0,-7.0,-21.0,-37.0,11.0
3093,Fresno County,-37.0,7.0,10.0,-15.0,-17.0,5.0
3094,Fresno County,-34.0,7.0,41.0,-19.0,-19.0,4.0
3095,Fresno County,-39.0,2.0,6.0,-28.0,-66.0,16.0
3096,Fresno County,-31.0,3.0,-21.0,-23.0,-36.0,11.0
3097,Fresno County,-30.0,2.0,-23.0,-22.0,-35.0,11.0
3098,Fresno County,-31.0,3.0,-23.0,-21.0,-35.0,11.0
3099,Fresno County,-32.0,2.0,-16.0,-24.0,-33.0,11.0
3100,Fresno County,-31.0,5.0,5.0,-15.0,-8.0,4.0
3101,Fresno County,-29.0,3.0,31.0,-16.0,-11.0,4.0
3102,Fresno County,-24.0,6.0,-16.0,-17.0,-32.0,9.0
3103,Fresno County,-25.0,9.0,-14.0,-20.0,-34.0,10.0
3104,Fresno County,-24.0,9.0,-20.0,-18.0,-34.0,9.0
3105,Fresno County,-26.0,8.0,-19.0,-17.0,-34.0,10.0
3106,Fresno County,-27.0,5.0,-7.0,-21.0,-33.0,9.0
3107,Fresno County,-27.0,7.0,9.0,-10.0,-11.0,3.0
3108,Fresno County,-23.0,5.0,24.0,-12.0,-13.0,3.0
3109,Fresno County,-22.0,5.0,-9.0,-17.0,-32.0,8.0
3110,Fresno County,-24.0,5.0,-8.0,-19.0,-34.0,9.0
3111,Fresno County,-24.0,5.0,-10.0,-20.0,-34.0,9.0
3112,Fresno County,-25.0,4.0,-11.0,-18.0,-34.0,10.0
3113,Fresno County,-26.0,2.0,5.0,-17.0,-33.0,9.0
3114,Fresno County,-25.0,6.0,28.0,-9.0,-8.0,3.0
3115,Fresno County,-23.0,5.0,47.0,-9.0,-11.0,2.0
3116,Fresno County,-22.0,4.0,1.0,-19.0,-33.0,8.0
3117,Fresno County,-21.0,7.0,12.0,-19.0,-34.0,9.0
3118,Fresno County,-21.0,4.0,6.0,-16.0,-34.0,9.0
3119,Fresno County,-20.0,5.0,2.0,-14.0,-35.0,9.0
3120,Fresno County,-23.0,3.0,10.0,-18.0,-34.0,8.0
3121,Fresno County,-24.0,11.0,36.0,-15.0,-10.0,3.0
3122,Fresno County,-25.0,10.0,42.0,-14.0,-10.0,1.0
3123,Fresno County,-22.0,-2.0,0.0,-21.0,-37.0,9.0
3124,Fresno County,-21.0,2.0,3.0,-25.0,-37.0,9.0
3125,Fresno County,-21.0,0.0,-4.0,-21.0,-35.0,9.0
3126,Fresno County,-23.0,2.0,-8.0,-19.0,-36.0,9.0
3127,Fresno County,-25.0,-1.0,5.0,-22.0,-35.0,9.0
3128,Fresno County,-28.0,-1.0,26.0,-19.0,-12.0,4.0
3129,Fresno County,-22.0,1.0,43.0,-11.0,-11.0,2.0
3130,Fresno County,-17.0,0.0,8.0,-17.0,-34.0,8.0
3131,Fresno County,-16.0,2.0,1.0,-19.0,-35.0,9.0
3132,Fresno County,-13.0,7.0,-2.0,-13.0,-36.0,8.0
3133,Fresno County,-14.0,13.0,3.0,-7.0,-37.0,8.0
3134,Fresno County,-18.0,18.0,28.0,-15.0,-53.0,12.0
3135,Fresno County,-41.0,11.0,22.0,-15.0,-23.0,5.0
3136,Fresno County,-28.0,-8.0,28.0,-14.0,-19.0,4.0
3137,Fresno County,-19.0,1.0,2.0,-16.0,-39.0,9.0
3138,Fresno County,-20.0,4.0,4.0,-19.0,-38.0,9.0
3139,Fresno County,-22.0,3.0,4.0,-18.0,-37.0,9.0
3140,Fresno County,-23.0,3.0,-3.0,-18.0,-37.0,10.0
3141,Fresno County,-26.0,0.0,5.0,-21.0,-36.0,10.0
3142,Fresno County,-30.0,1.0,26.0,-20.0,-12.0,5.0
3143,Fresno County,-27.0,-1.0,34.0,-18.0,-16.0,4.0
3144,Fresno County,-22.0,1.0,0.0,-23.0,-37.0,9.0
3145,Fresno County,-23.0,2.0,0.0,-27.0,-39.0,10.0
3146,Fresno County,-22.0,-1.0,1.0,-25.0,-38.0,10.0
3147,Fresno County,-24.0,0.0,-1.0,-23.0,-38.0,10.0
3148,Fresno County,-27.0,-3.0,8.0,-24.0,-38.0,10.0
3149,Fresno County,-29.0,-2.0,30.0,-22.0,-16.0,5.0
3150,Fresno County,-26.0,-4.0,39.0,-22.0,-19.0,4.0
3151,Fresno County,-22.0,-3.0,3.0,-24.0,-38.0,9.0
3152,Fresno County,-21.0,-1.0,7.0,-28.0,-39.0,10.0
3153,Fresno County,-22.0,-1.0,4.0,-28.0,-38.0,10.0
3154,Fresno County,-23.0,-1.0,4.0,-24.0,-38.0,10.0
3155,Fresno County,-27.0,-5.0,7.0,-29.0,-37.0,10.0
3156,Fresno County,-28.0,-1.0,35.0,-26.0,-15.0,4.0
3157,Fresno County,-25.0,-4.0,51.0,-27.0,-19.0,3.0
3158,Fresno County,-22.0,-3.0,2.0,-26.0,-39.0,9.0
3159,Fresno County,-23.0,-1.0,6.0,-29.0,-39.0,10.0
3160,Fresno County,-22.0,-4.0,-3.0,-26.0,-39.0,10.0
3161,Fresno County,-21.0,-3.0,-3.0,-23.0,-39.0,10.0
3162,Fresno County,-23.0,-3.0,8.0,-25.0,-38.0,9.0
3163,Fresno County,-24.0,0.0,30.0,-16.0,-15.0,4.0
3164,Fresno County,-21.0,-1.0,40.0,-16.0,-18.0,3.0
3165,Fresno County,-16.0,1.0,3.0,-23.0,-38.0,8.0
3166,Fresno County,-17.0,2.0,8.0,-27.0,-38.0,9.0
3167,Fresno County,-17.0,1.0,7.0,-23.0,-38.0,9.0
3168,Fresno County,-19.0,0.0,6.0,-20.0,-38.0,8.0
3169,Fresno County,-23.0,-3.0,11.0,-24.0,-37.0,9.0
3170,Fresno County,-24.0,-1.0,33.0,-20.0,-15.0,4.0
3171,Fresno County,-22.0,-2.0,43.0,-17.0,-19.0,3.0
3172,Fresno County,-19.0,-3.0,5.0,-27.0,-38.0,8.0
3173,Fresno County,-20.0,-2.0,6.0,-26.0,-38.0,9.0
3174,Fresno County,-20.0,-4.0,-1.0,-25.0,-37.0,9.0
3175,Fresno County,-22.0,-3.0,-3.0,-22.0,-37.0,9.0
3176,Fresno County,-26.0,-6.0,2.0,-27.0,-36.0,9.0
3177,Fresno County,-27.0,-3.0,26.0,-24.0,-17.0,4.0
3178,Fresno County,-25.0,-5.0,25.0,-21.0,-19.0,3.0
3179,Fresno County,-21.0,-5.0,-13.0,-26.0,-38.0,9.0
3180,Fresno County,-23.0,-5.0,-13.0,-30.0,-37.0,10.0
3181,Fresno County,-24.0,-6.0,-14.0,-28.0,-38.0,10.0
3182,Fresno County,-24.0,-5.0,-20.0,-26.0,-38.0,10.0
3183,Fresno County,-27.0,-7.0,-13.0,-28.0,-35.0,10.0
3184,Fresno County,-26.0,-4.0,3.0,-26.0,-16.0,5.0
3185,Fresno County,-23.0,-5.0,6.0,-22.0,-18.0,4.0
3186,Fresno County,-23.0,-6.0,-18.0,-29.0,-36.0,9.0
3187,Fresno County,-23.0,-5.0,-14.0,-31.0,-37.0,10.0
3188,Fresno County,-23.0,-6.0,-14.0,-26.0,-35.0,10.0
3189,Fresno County,-25.0,-6.0,-14.0,-25.0,-36.0,10.0
3190,Fresno County,-25.0,-8.0,-5.0,-28.0,-34.0,9.0
3191,Fresno County,-25.0,-3.0,18.0,-26.0,-15.0,4.0
3192,Fresno County,-21.0,-4.0,28.0,-23.0,-16.0,3.0
3193,Fresno County,-21.0,-5.0,-9.0,-26.0,-36.0,8.0
3194,Fresno County,-18.0,-1.0,-6.0,-28.0,-36.0,8.0
3195,Fresno County,-18.0,-3.0,-8.0,-24.0,-35.0,8.0
3196,Fresno County,-17.0,0.0,-13.0,-19.0,-36.0,8.0
3197,Fresno County,-21.0,-3.0,-1.0,-23.0,-35.0,8.0
3198,Fresno County,-21.0,0.0,15.0,-23.0,-18.0,3.0
3199,Fresno County,-20.0,-1.0,28.0,-24.0,-18.0,2.0
3200,Fresno County,-23.0,-4.0,-21.0,-30.0,-68.0,15.0
3201,Fresno County,-20.0,-2.0,-26.0,-26.0,-38.0,9.0
3202,Fresno County,-20.0,-5.0,-25.0,-25.0,-36.0,9.0
3203,Fresno County,-22.0,-5.0,-29.0,-21.0,-37.0,9.0
3204,Fresno County,-23.0,-8.0,-19.0,-25.0,-34.0,8.0
3205,Fresno County,-21.0,-3.0,-22.0,-21.0,-12.0,4.0
3206,Fresno County,-20.0,-3.0,-23.0,-18.0,-13.0,3.0
3207,Fresno County,-20.0,-4.0,-23.0,-26.0,-34.0,9.0
3208,Fresno County,-19.0,-3.0,-22.0,-29.0,-34.0,9.0
3209,Fresno County,-20.0,-8.0,-22.0,-23.0,-34.0,9.0
3210,Fresno County,-21.0,-9.0,-27.0,-20.0,-35.0,9.0
3211,Fresno County,-21.0,-8.0,-19.0,-26.0,-33.0,8.0
3212,Fresno County,-19.0,-3.0,-9.0,-24.0,-13.0,3.0
3213,Fresno County,-17.0,-5.0,-4.0,-19.0,-13.0,2.0
3214,Fresno County,-19.0,-5.0,-18.0,-25.0,-35.0,8.0
3215,Fresno County,-19.0,-6.0,-25.0,-30.0,-34.0,9.0
3216,Fresno County,-19.0,-7.0,-29.0,-25.0,-33.0,9.0
3217,Fresno County,-21.0,-8.0,-32.0,-25.0,-35.0,9.0
3218,Fresno County,-21.0,-9.0,-27.0,-26.0,-32.0,8.0
3219,Fresno County,-19.0,-4.0,-16.0,-28.0,-12.0,3.0
3220,Fresno County,-19.0,-7.0,-16.0,-24.0,-11.0,3.0
3221,Fresno County,-19.0,-6.0,-29.0,-35.0,-34.0,8.0
3222,Fresno County,-19.0,-5.0,-28.0,-36.0,-33.0,9.0
3223,Fresno County,-17.0,-6.0,-31.0,-30.0,-34.0,8.0
3224,Fresno County,-16.0,-3.0,-33.0,-26.0,-34.0,8.0
